Timestamp,CanID,DLC,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,Flag
1513920237.800213,01C4,8,6D,62,C0,30,06,00,03,FD,R
1513920237.800451,01E5,8,5C,00,90,70,00,00,01,98,R
1513920237.806139,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920237.806372,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920237.806837,012A,8,10,F0,70,6A,00,00,10,B0,R
1513920237.807078,01FC,8,FE,41,00,71,00,00,41,F7,R
1513920237.808496,034C,8,EA,9D,0F,FE,03,FB,00,0C,R
1513920237.808717,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.809569,00AA,8,2B,D8,2C,54,40,53,AC,00,R
1513920237.809798,019D,8,83,2C,3C,D2,00,0C,A1,7F,R
1513920237.810423,00C9,8,84,0D,5F,0D,00,00,18,00,R
1513920237.810667,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.810903,018E,8,00,00,00,69,B6,9A,06,9A,R
1513920237.811141,01E5,8,5C,00,90,10,00,00,01,38,R
1513920237.811378,0191,8,06,9B,06,AB,06,9A,00,00,R
1513920237.811622,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.816190,0135,8,00,00,1F,02,0C,11,00,00,R
1513920237.816418,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920237.816654,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920237.817481,01E9,8,00,0C,00,0E,0F,FF,00,00,R
1513920237.817729,0232,8,00,00,00,20,00,00,00,00,R
1513920237.820238,01E5,8,5C,00,90,30,00,00,01,58,R
1513920237.820816,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.821997,00AA,8,2B,D8,2C,54,42,53,AB,00,R
1513920237.822462,00C9,8,84,0D,65,00,00,00,18,00,R
1513920237.822704,018E,8,00,00,00,69,B6,9A,06,9A,R
1513920237.823158,0191,8,06,9B,06,AB,06,9A,00,00,R
1513920237.823927,01BA,8,06,9A,69,A6,8B,69,A7,21,R
1513920237.824169,01C3,8,06,9B,06,9A,FF,D0,00,00,R
1513920237.824429,01C4,8,00,62,C0,30,00,00,00,00,R
1513920237.825062,02C3,8,07,49,06,86,00,00,55,00,R
1513920237.825311,03C1,8,07,65,F7,00,00,00,00,00,R
1513920237.825565,03D1,8,00,3D,80,00,00,18,00,00,R
1513920237.825811,03D3,8,80,00,20,00,3F,FF,5E,00,R
1513920237.826179,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920237.826412,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920237.826888,0137,8,00,00,00,00,00,00,00,00,R
1513920237.827134,03E9,8,00,00,03,EE,00,00,16,02,R
1513920237.830245,01E5,8,5C,00,90,50,00,00,01,78,R
1513920237.833319,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.834149,019D,8,C3,2C,3C,D1,00,0C,99,7F,R
1513920237.834559,00AA,8,2B,D8,2C,54,44,53,AA,00,R
1513920237.834806,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.835255,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.835491,00C9,8,84,0D,69,07,00,00,18,00,R
1513920237.835732,018E,8,00,00,00,69,A6,9A,06,9A,R
1513920237.835970,0191,8,06,9A,06,AB,06,9A,00,00,R
1513920237.836202,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920237.836438,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920237.836915,0139,8,00,00,00,00,00,00,00,00,R
1513920237.837517,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920237.837766,0232,8,00,00,00,20,00,00,00,00,R
1513920237.840239,01E5,8,5C,00,90,70,00,00,01,98,R
1513920237.845822,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.846095,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920237.846332,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920237.847014,00AA,8,2B,D8,2C,54,46,53,A9,00,R
1513920237.847476,00C9,8,84,0D,6E,0A,00,00,18,00,R
1513920237.847714,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.848171,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.848746,01BA,8,06,9A,69,A6,8B,69,A7,21,R
1513920237.848976,01C3,8,06,9A,06,9A,FF,E0,00,03,R
1513920237.849222,01C4,8,27,62,C0,30,02,00,07,FF,R
1513920237.850225,01E5,8,5C,00,90,10,00,00,01,38,R
1513920237.856344,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920237.856587,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920237.857252,0182,8,76,22,01,00,00,00,00,00,R
1513920237.857856,01E9,8,00,10,00,0E,0F,FD,00,00,R
1513920237.858098,01FC,8,FE,50,00,93,00,00,82,30,R
1513920237.858692,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.859363,0232,8,00,00,00,20,00,00,00,00,R
1513920237.859591,00AA,8,2B,D2,2C,51,40,53,AF,00,R
1513920237.860201,019D,8,03,2C,3C,D4,00,0C,9C,7E,R
1513920237.860438,00C9,8,84,0D,72,0D,00,00,18,00,R
1513920237.860851,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.861092,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.861329,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.861567,01E5,8,5C,00,90,30,00,00,01,58,R
1513920237.861811,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.863024,034C,8,F2,A2,0F,FD,03,FC,00,10,R
1513920237.866410,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920237.866642,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920237.870228,01E5,8,5C,00,90,50,00,00,01,78,R
1513920237.870828,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.872017,00AA,8,2B,D2,2C,51,42,53,AE,00,R
1513920237.872478,00C9,8,84,0D,70,00,00,00,18,00,R
1513920237.872717,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.873173,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.873933,01BA,8,06,99,69,96,8B,69,A7,21,R
1513920237.874174,01C3,8,06,9A,06,9A,FF,F0,00,02,R
1513920237.874417,01C4,8,4A,62,C0,30,04,00,05,FE,R
1513920237.875051,02C3,8,07,49,06,86,00,00,56,00,R
1513920237.875289,03F9,8,00,A7,50,80,5F,88,FF,38,R
1513920237.875663,03FC,8,40,59,0A,6E,6E,00,6E,6E,R
1513920237.876048,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920237.876283,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920237.877115,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920237.877359,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920237.877607,0232,8,00,00,00,20,00,00,00,00,R
1513920237.880250,01E5,8,5C,00,90,70,00,00,01,98,R
1513920237.883328,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.884160,019D,8,43,2C,3C,D3,00,0C,B5,7F,R
1513920237.884566,00AA,8,2B,D2,2C,51,44,53,AD,00,R
1513920237.884811,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.885263,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.885502,00C9,8,84,0D,6F,07,00,00,18,00,R
1513920237.885748,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.885998,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.886232,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920237.886468,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920237.886943,03C9,8,07,06,00,00,00,00,00,00,R
1513920237.890231,01E5,8,5C,00,90,10,00,00,01,38,R
1513920237.895831,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.896064,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920237.896296,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920237.897071,00AA,8,2B,D0,2C,51,46,53,AC,00,R
1513920237.897752,01E9,8,00,0C,00,0E,0F,FF,00,00,R
1513920237.897988,00C9,8,84,0D,6D,0A,00,00,18,00,R
1513920237.898443,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.898794,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.899462,01BA,8,06,99,69,96,8B,69,97,21,R
1513920237.899711,0232,8,00,00,00,20,00,00,00,00,R
1513920237.899953,01C3,8,06,9A,06,99,FF,C0,00,01,R
1513920237.900195,01C4,8,6D,62,C0,30,06,00,03,FD,R
1513920237.900433,01E5,8,5C,00,90,30,00,00,01,58,R
1513920237.906110,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920237.906338,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920237.906802,012A,8,10,F0,70,6A,00,00,10,80,R
1513920237.907041,01FC,8,FE,98,00,88,00,00,C2,75,R
1513920237.908425,034C,8,FA,A1,0F,FE,03,FD,00,0C,R
1513920237.908679,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.909467,019D,8,83,2C,3C,D2,00,0C,B6,7F,R
1513920237.909697,00AA,8,2B,D0,2C,51,40,53,AF,00,R
1513920237.910326,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.910561,00C9,8,84,0D,66,0D,00,00,18,00,R
1513920237.910800,01E5,8,5C,00,90,50,00,00,01,78,R
1513920237.911034,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.911278,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.911514,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.916191,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920237.916424,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920237.916894,0135,8,00,00,1F,02,0C,11,00,00,R
1513920237.917494,01E9,8,00,10,00,0E,0F,FF,00,00,R
1513920237.917742,0232,8,00,00,00,20,00,00,00,00,R
1513920237.920229,01E5,8,5C,00,90,70,00,00,01,98,R
1513920237.920832,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.922010,00AA,8,2B,D0,2C,50,42,53,AF,00,R
1513920237.922468,00C9,8,84,0D,62,00,00,00,18,00,R
1513920237.922708,018E,8,00,00,00,69,96,99,06,99,R
1513920237.923165,0191,8,06,99,06,AB,06,99,00,00,R
1513920237.923932,01BA,8,06,99,69,96,8B,69,97,21,R
1513920237.924174,01C3,8,06,99,06,99,FF,D0,00,00,R
1513920237.924426,01C4,8,00,62,C0,30,00,00,00,00,R
1513920237.925059,02C3,8,07,49,06,86,00,00,55,00,R
1513920237.925307,03C1,8,07,65,F7,00,00,00,00,00,R
1513920237.925562,03D1,8,00,3D,80,00,00,18,00,00,R
1513920237.925806,03D3,8,80,00,20,00,5F,FE,5E,00,R
1513920237.926176,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920237.926413,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920237.926891,0137,8,00,00,00,00,00,00,00,00,R
1513920237.927138,03E9,8,00,00,03,EE,00,00,16,02,R
1513920237.930239,01E5,8,5C,00,90,10,00,00,01,38,R
1513920237.931229,03F1,8,00,9A,5F,08,00,FF,0A,4F,R
1513920237.933339,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.934171,019D,8,C3,2C,3C,D1,00,0C,A8,7F,R
1513920237.934583,00AA,8,2B,D0,2C,50,44,53,AE,00,R
1513920237.934827,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.935280,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.935515,00C9,8,84,0D,5B,07,00,00,18,00,R
1513920237.935764,018E,8,00,00,00,69,96,9A,06,9A,R
1513920237.936007,0191,8,06,99,06,AB,06,9A,00,00,R
1513920237.936239,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920237.936470,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920237.936952,0139,8,00,00,00,00,00,00,00,00,R
1513920237.937556,01E9,8,00,10,00,0E,0F,FF,00,00,R
1513920237.937807,0232,8,00,00,00,20,00,00,00,00,R
1513920237.940237,01E5,8,5C,00,90,30,00,00,01,58,R
1513920237.945840,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.946084,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920237.946316,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920237.946992,00AA,8,2B,D7,2C,53,46,53,AA,00,R
1513920237.947467,00C9,8,84,0D,58,0A,00,00,18,00,R
1513920237.947707,018E,8,00,00,00,69,96,9A,06,9A,R
1513920237.948163,0191,8,06,99,06,AB,06,9A,00,00,R
1513920237.948730,01BA,8,06,9A,69,A6,8B,69,A7,21,R
1513920237.948972,01C3,8,06,99,06,9A,FF,E0,00,03,R
1513920237.949218,01C4,8,27,62,C0,30,02,00,07,FF,R
1513920237.950279,01E5,8,5C,00,90,50,00,00,01,78,R
1513920237.956167,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920237.956403,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920237.957076,0182,8,76,22,01,00,00,00,00,00,R
1513920237.957908,01E9,8,00,0C,00,0E,0F,FE,00,00,R
1513920237.958150,01FC,8,FE,66,00,75,00,00,02,18,R
1513920237.958745,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.959429,0232,8,00,00,00,20,00,00,00,00,R
1513920237.959661,00AA,8,2B,D7,2C,53,40,53,AD,00,R
1513920237.960272,019D,8,03,2C,3C,D4,00,0C,AE,7F,R
1513920237.960511,00C9,8,84,0D,5F,0D,00,00,18,00,R
1513920237.960925,018E,8,00,00,00,69,96,9A,06,9A,R
1513920237.961168,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.961404,0191,8,06,99,06,AB,06,9A,00,00,R
1513920237.961642,01E5,8,5C,00,90,70,00,00,01,98,R
1513920237.961887,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.963108,034C,8,E2,9D,0F,FE,03,FC,00,0C,R
1513920237.966330,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920237.966564,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920237.970271,01E5,8,5C,00,90,10,00,00,01,38,R
1513920237.970846,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.972020,00AA,8,2B,D7,2C,53,42,53,AC,00,R
1513920237.972481,00C9,8,84,0D,62,00,00,00,18,00,R
1513920237.972719,018E,8,00,00,00,69,A6,9A,06,9A,R
1513920237.973172,0191,8,06,9A,06,AB,06,9A,00,00,R
1513920237.973749,01BA,8,06,9A,69,A6,8B,69,A7,21,R
1513920237.974188,01C3,8,06,9A,06,9A,FF,F0,00,02,R
1513920237.974428,01C4,8,4A,62,C0,30,04,00,05,FE,R
1513920237.975065,02C3,8,07,4A,06,86,00,00,55,00,R
1513920237.976025,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920237.976258,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920237.977090,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920237.977334,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920237.977582,0232,8,00,00,00,20,00,00,00,00,R
1513920237.980246,01E5,8,5C,00,90,30,00,00,01,58,R
1513920237.983347,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.984181,019D,8,43,2C,3C,D3,00,0C,C6,80,R
1513920237.984588,00AA,8,2B,D7,2C,53,44,53,AB,00,R
1513920237.984832,01AF,8,00,00,00,00,00,00,86,FF,R
1513920237.985284,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920237.985520,00C9,8,84,0D,67,07,00,00,18,00,R
1513920237.985760,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.986003,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.986237,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920237.986469,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920237.988683,03C9,8,07,06,00,00,00,00,00,00,R
1513920237.990243,01E5,8,5C,00,90,50,00,00,01,78,R
1513920237.995849,00F9,8,00,00,40,00,00,00,00,00,R
1513920237.996087,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920237.996324,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920237.997092,00AA,8,2B,D4,2C,52,46,53,AB,00,R
1513920237.997776,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920237.998014,00C9,8,84,0D,62,0A,00,00,18,00,R
1513920237.998501,018E,8,00,00,00,69,A6,99,06,99,R
1513920237.998820,0191,8,06,9A,06,AB,06,99,00,00,R
1513920237.999414,01BA,8,06,99,69,96,8B,69,A7,21,R
1513920237.999662,0232,8,00,00,00,20,00,00,00,00,R
1513920237.999902,01C3,8,06,9A,06,9A,FF,C0,00,01,R
1513920238.000144,01C4,8,6D,62,C0,30,06,00,03,FD,R
1513920238.000382,01E5,8,5C,00,90,70,00,00,01,98,R
1513920238.006148,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920238.006382,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920238.006850,012A,8,10,F0,70,6A,00,00,10,90,R
1513920238.007088,01FC,8,FE,76,00,AD,00,00,42,68,R
1513920238.008503,034C,8,EA,A2,0F,FE,03,FC,00,10,R
1513920238.008742,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.009367,019D,8,83,2C,3C,D2,00,0C,A7,7F,R
1513920238.009597,00AA,8,2B,D4,2C,52,40,53,AE,00,R
1513920238.010226,01AF,8,00,00,00,00,00,00,86,FF,R
1513920238.010459,00C9,8,84,0D,59,0D,00,00,18,00,R
1513920238.010698,01E5,8,5C,00,90,10,00,00,01,38,R
1513920238.010932,018E,8,00,00,00,69,A6,99,06,99,R
1513920238.011176,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920238.011413,0191,8,06,9A,06,AB,06,99,00,00,R
1513920238.016175,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920238.016404,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920238.016879,0135,8,00,00,1F,02,0C,11,00,00,R
1513920238.017484,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920238.017732,0232,8,00,00,00,20,00,00,00,00,R
1513920238.020252,01E5,8,5C,00,90,30,00,00,01,58,R
1513920238.020855,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.022013,00AA,8,2B,D4,2C,52,42,53,AD,00,R
1513920238.022475,00C9,8,84,0D,54,00,00,00,18,00,R
1513920238.022716,018E,8,00,00,00,69,A6,9A,06,9A,R
1513920238.023169,0191,8,06,9A,06,AB,06,9A,00,00,R
1513920238.023733,01BA,8,06,99,69,96,8B,69,A7,21,R
1513920238.024180,01C3,8,06,9A,06,9A,FF,D0,00,00,R
1513920238.024432,01C4,8,00,62,C0,30,00,00,00,00,R
1513920238.025065,02C3,8,07,49,06,86,00,00,53,00,R
1513920238.025313,03C1,8,07,65,F7,00,00,00,00,00,R
1513920238.025567,03D1,8,00,3D,80,00,00,18,00,00,R
1513920238.025809,03D3,8,80,00,20,00,7F,FD,5E,00,R
1513920238.026184,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920238.026416,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920238.026893,0137,8,00,00,00,00,00,00,00,00,R
1513920238.027139,03E9,8,00,00,03,EE,00,00,16,02,R
1513920238.030244,01E5,8,5C,00,90,50,00,00,01,78,R
1513920238.033358,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.034190,019D,8,C3,2C,3C,D1,00,0C,AC,7F,R
1513920238.034601,00AA,8,2B,DA,2C,55,44,53,A9,00,R
1513920238.034843,01AF,8,00,00,00,00,00,00,86,FF,R
1513920238.035295,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920238.035533,00C9,8,84,0D,53,07,00,00,18,00,R
1513920238.035773,018E,8,00,00,00,69,A6,9A,06,9A,R
1513920238.036011,0191,8,06,9A,06,AB,06,9A,00,00,R
1513920238.036243,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920238.036480,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920238.036956,0139,8,00,00,00,00,00,00,00,00,R
1513920238.037560,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920238.037809,0232,8,00,00,00,20,00,00,00,00,R
1513920238.040250,01E5,8,5C,00,90,70,00,00,01,98,R
1513920238.045859,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.046095,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920238.046331,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920238.047012,00AA,8,2B,DA,2C,54,46,53,A9,00,R
1513920238.047474,00C9,8,84,0D,4E,0A,00,00,18,00,R
1513920238.047712,018E,8,00,00,00,69,A6,9A,06,9A,R
1513920238.048167,0191,8,06,9A,06,AB,06,9A,00,00,R
1513920238.048743,01BA,8,06,9A,69,A6,8B,69,B7,21,R
1513920238.048972,01C3,8,06,9A,06,9B,FF,E0,00,03,R
1513920238.049218,01C4,8,27,62,C0,30,02,00,07,FF,R
1513920238.050243,01E5,8,5C,00,90,10,00,00,01,38,R
1513920238.056091,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920238.056323,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920238.057000,0182,8,76,22,01,00,00,00,00,00,R
1513920238.057597,01E9,8,00,10,00,0E,0F,FD,00,00,R
1513920238.057991,01FC,8,FE,A6,00,DA,00,00,82,CD,R
1513920238.058591,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.059256,0232,8,00,00,00,20,00,00,00,00,R
1513920238.059661,00AA,8,2B,DA,2C,54,40,53,AC,00,R
1513920238.059891,019D,8,03,2C,3C,D4,00,0C,BA,7F,R
1513920238.060516,00C9,8,84,0D,4E,0D,00,00,18,00,R
1513920238.060757,01AF,8,00,00,00,00,00,00,86,FF,R
1513920238.060991,018E,8,00,00,00,69,A6,9A,06,9A,R
1513920238.061230,01E5,8,5C,00,90,30,00,00,01,58,R
1513920238.061464,0191,8,06,9A,06,AB,06,9A,00,00,R
1513920238.061708,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920238.062923,034C,8,F2,A3,0F,FD,03,FD,00,10,R
1513920238.066295,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920238.066527,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920238.070249,01E5,8,5C,00,90,50,00,00,01,78,R
1513920238.070864,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.072030,00AA,8,2B,DA,2C,54,42,53,AB,00,R
1513920238.072491,00C9,8,84,0D,47,00,00,00,18,00,R
1513920238.072740,018E,8,00,00,00,69,B6,9B,06,9B,R
1513920238.073185,0191,8,06,9B,06,AB,06,9B,00,00,R
1513920238.073751,01BA,8,06,9A,69,A6,8B,69,B7,21,R
1513920238.074194,01C3,8,06,9B,06,9B,FF,F0,00,02,R
1513920238.074433,01C4,8,4A,62,C0,30,04,00,05,FE,R
1513920238.075067,02C3,8,07,49,06,86,00,00,52,00,R
1513920238.076067,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920238.076304,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920238.077359,01E9,8,00,10,00,0E,0F,FD,00,00,R
1513920238.077607,0232,8,00,00,00,20,00,00,00,00,R
1513920238.078840,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920238.080240,01E5,8,5C,00,90,70,00,00,01,98,R
1513920238.083365,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.084198,019D,8,43,2C,3C,D3,00,0C,BC,7F,R
1513920238.084608,00AA,8,2B,DF,2C,56,44,53,A8,00,R
1513920238.084852,01AF,8,00,00,00,00,00,00,86,FF,R
1513920238.085304,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920238.085545,00C9,8,84,0D,40,07,00,00,18,00,R
1513920238.085787,018E,8,00,00,00,69,A6,9B,06,9B,R
1513920238.086024,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920238.086259,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920238.086722,0191,8,06,9A,06,AB,06,9B,00,00,R
1513920238.088712,03C9,8,07,06,00,00,00,00,00,00,R
1513920238.090263,01E5,8,5C,00,90,10,00,00,01,38,R
1513920238.095867,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.096100,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920238.096332,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920238.097105,00AA,8,2B,DF,2C,56,46,53,A7,00,R
1513920238.097793,01E9,8,00,0C,00,0E,0F,FE,00,00,R
1513920238.098031,00C9,8,84,0D,43,0A,00,00,18,00,R
1513920238.098528,018E,8,00,00,00,69,A6,9B,06,9B,R
1513920238.098836,0191,8,06,9A,06,AB,06,9B,00,00,R
1513920238.099298,0232,8,00,00,00,20,00,00,00,00,R
1513920238.099523,01BA,8,06,9B,69,B6,8B,69,B7,21,R
1513920238.099971,01C3,8,06,9A,06,9B,FF,C0,00,01,R
1513920238.100213,01C4,8,6D,62,C0,30,06,00,03,FD,R
1513920238.100452,01E5,8,5C,00,90,30,00,00,01,58,R
1513920238.106094,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920238.106326,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920238.106792,012A,8,10,F0,70,6A,00,00,10,A0,R
1513920238.107029,01FC,8,FF,17,00,B8,00,00,C2,25,R
1513920238.108417,034C,8,FA,A7,0F,FE,03,FF,00,10,R
1513920238.108723,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.109524,019D,8,83,2C,3C,D2,00,0C,97,7F,R
1513920238.109754,00AA,8,2B,DF,2C,56,40,53,AA,00,R
1513920238.110383,01AF,8,00,00,00,00,00,00,86,FF,R
1513920238.110617,00C9,8,84,0D,45,0D,00,00,18,00,R
1513920238.110856,01E5,8,5C,00,90,50,00,00,01,78,R
1513920238.111089,018E,8,00,00,00,69,B6,9B,06,9B,R
1513920238.111333,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920238.111570,0191,8,06,9B,06,AB,06,9B,00,00,R
1513920238.116177,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920238.116408,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920238.116878,0135,8,00,00,1F,02,0C,11,00,00,R
1513920238.117483,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920238.117730,0232,8,00,00,00,20,00,00,00,00,R
1513920238.120221,01E5,8,5C,00,90,70,00,00,01,98,R
1513920238.120872,00F9,8,00,00,40,00,00,00,00,00,R
1513920238.122018,00AA,8,2B,DF,2C,56,42,53,A9,00,R
1513920238.122477,00C9,8,84,0D,4A,00,00,00,18,00,R
1513920238.122715,018E,8,00,00,00,69,B6,9B,06,9B,R
1513920238.123171,0191,8,06,9B,06,AB,06,9B,00,00,R
1513920238.123740,01BA,8,06,9B,69,B6,8B,69,B7,21,R
1513920238.124186,01C3,8,06,9B,06,9B,FF,D0,00,00,R
1513920238.124438,01C4,8,00,62,C0,30,00,00,00,00,R
1513920238.125072,02C3,8,07,49,06,86,00,00,51,00,R
1513920238.125320,03C1,8,07,65,F7,00,00,00,00,00,R
1513920238.125570,03D1,8,00,3D,80,00,00,23,00,00,R
1513920238.125818,03D3,8,80,00,20,00,00,00,5E,00,R
1513920238.126189,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920238.126425,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920238.126904,0137,8,00,00,00,00,00,00,00,00,R
1513920238.127150,03E9,8,00,00,03,EE,00,00,16,02,R
1513920238.127398,03F9,8,00,A7,52,80,5F,88,FF,38,R
1513920238.127777,03FC,8,40,59,0A,6E,6E,00,6E,6E,R
1513920238.128019,04C1,8,00,CC,89,5E,52,08,00,00,R
1513920238.130247,01E5,8,5C,00,90,10,00,00,01,38,R
1513920238.133375,00F9,8,00,00,40,00,00,00,00,00,R
